,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35
0,1,4.084397004654444,2.0146017377124186,0.3048099578061502,0.24589178395037,-1.6328319268029468,0.7913290715366453,1.1238830855208952,-3.3690749095554007,-3.3904094208936395,-0.5747824441412169,-10.63952095862525,0.6236947968601154,-0.8883860768351601,10.954257201440003,-0.1866442985281909,-1.1357562669891423,-3.463452228621169,0.43195185797792784,-0.3252054140347477,0.3991225298263854,0.27739542930985367,-4.933925149056397,-2.5806113434454505,7.902027690791515,2.3973242978175993,-1.707566601780712,-2.8844451238638205,0.21062157660224068,-0.6044397432866344,0.6140877048335415,3.4971621820608756,-0.7629864932828584,3.754840263508167,0.30874519557196795,-0.23545093820645224
1,0,-0.4931836272431917,-2.742297193670943,0.5975450844206811,-0.08694790254961253,-3.0218903792434832,4.932074252932649,0.670264217527815,-4.469933954779526,4.403348790097006,0.40375283766534187,-3.102151905586889,0.011368326737405919,0.9167021335915916,8.455746059908142,-0.4543515411467111,0.3782473604071302,0.40205947746882353,-0.9301872755809198,0.7796728553773418,-0.08500545140790222,0.386371874018204,0.11095346911695773,-1.5210390914775316,12.89699416601412,2.8268939367402512,0.44053738793115244,-0.8375658873515828,1.151838950199667,0.36928705743914003,0.23813389028914983,0.7156153958467448,0.7598637649797023,-0.008117588150160714,-0.7654071754111774,0.3605057398318361
2,0,4.06831072567801,-0.5065311257024486,-0.24311979434906406,-0.8908321174265725,-1.206677242221829,-11.24542569492101,0.3629473711169845,-2.638897832605071,0.2433977226158736,0.49865175347304486,3.7465212472067857,0.6123165264644006,4.434680516455448,2.986421866675591,0.6231590779391065,3.84478812474534,2.9645436455741843,-0.8086977873898548,-1.2402497523594491,0.5895943396163528,0.42860091137816547,1.1752444661292747,0.44538011969471347,5.1758851817501785,0.5212818182571703,-5.299464001914389,-1.5736679244846963,1.893511898500996,0.0761245523334271,0.48479231464451694,-0.9365890586696545,0.4615901391279264,-19.984552329665622,-0.168351812999994,-1.0193783569773804
3,0,-1.3761273809026842,-0.9146728074491214,-0.1401539016763858,0.29229211406625866,-0.0019826899565012763,9.283913754879512,-0.023916068557543434,0.966347305554183,-4.624711982112682,-1.0008017133099147,7.150209127662177,0.1331905181423484,0.02943892241173365,-3.0171216414963937,0.7539599950027591,1.789483388193235,-1.7982720943958221,-0.16397126475746013,-0.7683852788266946,0.9010936419952931,-0.09400977657050216,-2.769507398753566,1.188392520786222,3.093256280388864,-0.4135319821860158,-2.77027220717668,0.3933843891384315,1.007955503785538,1.4708414582156404,0.19104056039041462,-1.5115668478687516,-2.3079360377773948,-8.1866268503979,0.2689683699405683,0.8604938531444883
4,0,-6.066628965802845,-2.4519219514605113,-0.2086474353080108,0.05601222745867135,2.655561232271636,12.77671298540666,-0.06051774665048619,-0.6276940983097862,-2.4924491614329543,-0.39160484761566683,-4.1587581337732455,0.9056074126030355,-0.03044239335719815,3.3867817264484033,0.5607583572408529,0.11785098028150304,-4.129011541162051,0.23001247877554717,0.5150519609229135,0.11392173400118207,0.17404160695875806,-2.860730492217299,0.5349921760624538,-4.385773557794969,4.599026948826529,1.7111113007526277,-1.6393847036269031,2.8564005124320486,0.9362082015303329,-0.9130831443540155,-0.6582928049888589,-1.064349977325197,6.419730099960204,-0.057863395153591665,1.0053203832532873
5,0,-2.7387398766969673,1.6371184650748216,-0.36480324385441765,-0.3853116532318917,-3.690461197555337,3.5164748091246367,0.02992019089148148,-5.284371733259065,4.562681729252308,0.18526870262063905,3.9568228633154447,0.39083108072652634,-2.012014925236794,0.8148756515530116,0.6295959526054837,0.057053779191374464,-1.4554352326761286,-1.2970559220354079,-1.6165686554921677,-0.07472058229002486,0.052266213495242526,2.057314311319192,1.3559074807448055,9.724712075402246,-2.3693529282651173,-2.3497740905562945,0.5786023306205895,-1.2522387778673378,-0.4710696328911051,0.39466437762970447,1.59796389589025,3.395501346200591,-0.9058792827831089,-0.664344003001716,0.16662615857384758
6,0,0.8534957625445077,-4.3000491684771704,-0.5314558842561575,-0.28021454044667876,-0.9203516292217535,-3.9313836645169724,-1.4826792912274402,0.2115792534639227,3.050874107283141,1.0645057067520358,0.6345150456222134,-0.015110652745875794,-0.8582638916721169,0.031025538329664135,-3.0285388438427305,-1.8356300662404508,-1.4344602877970358,0.5014725714317942,2.5075265719219093,2.36746261101677,0.3208266211927239,2.744525556679847,-0.4389452901360857,-7.637736937444671,1.3511712124635566,-0.07934276951697282,0.8833293604037064,-0.06595470266089105,-0.0017853370109556176,0.9933061172445817,1.1458719625068832,-0.9067093815997606,2.48497263437448,0.4403733135649269,0.015699328470391658
7,1,7.642516596695343,2.748214356457453,-0.5928405795099878,0.28890698893173433,-0.41036683761786763,9.483283031745382,-0.4302835135439665,1.211360203941601,1.9740415141195025,0.2925295356085207,-8.805218525578553,-0.024747343878070933,0.20893349983901838,5.590238659438603,-0.3526363467617031,-0.3739270666509525,-0.3281760062918162,0.061022108864513966,-1.4775566525367982,2.093849489232215,0.22032010839069477,-0.5369897231110802,0.30361503560221637,1.5336428688666877,0.4536198028932854,0.7993039480092959,2.4868946008190407,-1.6276896396078984,0.6824115838114819,-0.46699590617384246,0.35753561289698305,-1.740760292183347,-0.3480701929213317,0.22661864299674478,-0.7959261550864827
8,1,13.321837075453663,-1.734454262786522,-0.6296929614193272,0.30502474115322215,3.2869351821852666,-14.781949914617545,-0.6490768206543395,3.0221825297098177,-3.6284030231608235,-0.8953134427132294,-2.285533507497768,-1.073037700141872,-0.049350842524941214,1.0097014163062954,1.3751941684477136,-3.607958499650974,1.797383495246977,1.0779204430642308,0.10391096496044895,1.6133790740924059,-0.5034201725827485,-3.0310017661866393,-0.2390860798015552,8.021955451088903,0.9414618323374468,-3.5857900611841416,-2.279022796047808,-2.487756728030392,0.2077353364860508,0.08247748250486471,3.4997746541295847,-3.6324069888775288,-5.449203843742379,0.22818075399512416,-0.646642032736278
9,0,8.07164988080883,-1.655717804016606,0.29867612889375195,-0.7609260222642502,-3.9609151123292268,-2.4570444448540494,-0.21516109922152024,-5.0157522293885295,5.375645655122667,-0.5505222286621255,-7.44630850985687,-0.5795221671253056,1.4926720598071845,12.812612006875414,-0.3889140703341038,2.229955085710031,1.564711902950659,-1.597412741488662,-2.277230871233794,-1.9285325949966634,-0.6362017810335832,-0.8676348722149164,-2.1250717008560205,13.57171710496243,-0.21937533723861483,-2.5193970797619385,-3.3079377170206716,1.2673432965126044,-0.6995667291152626,0.6601845670455729,-0.4427247866077318,0.4359123279226241,-10.061582975697563,-1.121273461400074,1.0837405207822663
10,1,-4.070030744504313,3.0172806737052107,-0.16631882475847704,-0.7837176379311789,-1.0089881278619357,9.211837780449034,-0.39900085022833404,0.1925976336599402,-0.4035609293739026,-0.5288577837725964,-11.336443297957322,-0.6886731677501698,0.684939701937421,3.7539113193351583,0.789951446897606,-0.30416679884480907,-4.120704475114675,-0.16934129987673416,-2.4904446905459596,-1.626608892314601,0.5160186025824823,0.007915864794608794,0.31786881302637765,-14.007578606032872,0.8678078372272853,-2.138684750039758,1.011339632764721,1.0381597516733978,0.08278795921127866,-0.34521808477985383,-1.8331974140855622,-0.3777166546428794,5.608244636927651,-0.5280281385958475,2.1134290155960467
11,0,-1.543105229635814,-3.7792233935843687,-0.08365153410937454,0.23432542157681352,0.11959218158150127,8.036201737644701,0.43474924336326987,-0.4772820049792489,1.872968287771299,0.08914404018490786,12.013484837347832,0.762870711731795,-0.023850924162955183,-4.863435704572003,0.9788698965352808,2.3438854185955016,1.549542178041804,-0.5692151543066467,-0.7871077147485431,1.3383537457360641,0.41205867394728746,0.23334284215183151,-2.260565383758464,8.52791419251775,-1.790783198019651,0.41133690128373407,0.7875690437163697,-0.9576905782968683,1.5411884081623424,-0.4081153619320942,1.4680511274513757,-0.10195424092447071,-7.312183269594771,-0.22435543177364425,1.4145127064298753
12,1,-0.5764519167329522,-2.19972708710687,0.16283496834778696,-0.7336651854032588,-1.4425457547698828,-2.6444723811217514,0.4678164309148873,0.21645359367282307,3.6257131803617253,-0.04638871883269874,-2.875107371902673,-0.4411484163421597,-1.200228966926248,2.0342172417245936,0.3515157928432454,-0.17142589371564096,-0.6226509159384888,-0.5464091151559873,2.17818013141171,0.4133907352520495,-0.1875415465022402,1.9904442809592857,0.26669673705087965,-8.881909613089782,0.2045060919355192,0.6899136176958189,-2.155044581896579,1.2755304976065274,1.048182539652556,0.11680762147496734,2.301919762074701,-1.9178678698213039,4.6903708875395465,-0.5654573357513183,0.3614520378581419
13,1,8.546846242763795,3.85747509287283,-0.34779070165664583,0.09348997041783999,-2.3768087046849655,9.591872949541754,-1.0082067544913185,0.5104093210752707,1.7992399222593813,-0.019071444501342294,-1.9662948481365,-1.1910582071366995,0.11969905971938151,4.774580543574257,-0.5672154285092573,-0.3908495015203385,-0.8410449546003259,0.4924772884324755,0.45484970875662134,0.43519315641160533,-0.2141993445805945,-2.1096324481517335,1.2097700427061848,1.0851051300772603,0.4353033200878838,-1.6362112388055043,0.24450799780936383,1.708310093504034,1.8396406748585532,-0.6778748811844147,-0.03206317579087565,0.5397166298881534,-0.40225797169746835,-0.3342307708879923,-0.12770983155416132
14,0,2.9311792804805332,-0.7873401787283145,0.2788531803605706,-0.5767523499722057,-2.4106908254904815,-3.7126922485851637,0.027027970261242724,-3.904981030802268,2.9706723891447946,0.2381813794818961,0.212827139224753,0.8018328705804172,0.19646174800782204,2.704706518959639,1.7349780888430177,2.427720752961366,2.0507146535100627,-0.524968109008643,-0.15830245523691022,-0.8108529738352117,-0.14162364147812273,-3.283739970433469,0.7565620226822388,11.658180732216373,-2.449876333024642,-1.347050995147985,-1.2373249834869,-4.564885632955417,1.1712681253210757,-0.050967404478610506,0.8914803324776485,1.0432401053933482,-4.514423588032671,-0.7798871343718459,-0.32279293787728275
15,0,1.3934411915566447,-0.10068902386385478,-0.24989042822409788,0.3566208233984456,-1.5488929903308457,4.058345573474942,-1.1484938039256503,-0.4306400779848028,2.1653551147288286,-0.2484644870470262,15.043588907575357,0.8857746869972237,-0.5727994430860315,0.03420272993454081,0.5605434735764141,-1.098357975010219,2.9759586057614364,0.026824506152011013,1.1800402516708979,1.918358828896379,0.22002108067969486,-0.9650553602201402,-0.17621478480793681,15.812559293320637,-1.6248175684589534,1.1040275044754617,-3.205744306249684,0.5017288676138548,0.02406977947473313,1.3535620060233102,-0.04927234559570296,3.088403035197773,3.480064718779504,-0.5946042788564413,-0.1070346440353775
16,1,0.06730584320002178,0.790292054900014,-0.11732221369830168,-0.5869154370087726,0.9353664812595675,4.830197041209719,-0.05704272619299696,-0.13136655102541364,4.473660821112357,0.7731372830280165,1.4380659160122553,-0.02487696445189749,-0.9533978610387503,-2.6408250965590567,0.4778143703271958,0.5694626506453779,-1.1823898043680314,-0.09864084117098892,1.8165406831872934,0.641329135341141,-0.1728042492917305,3.086588216610013,0.5923872449562737,-10.257731297065076,-0.3407016031265598,0.15816753366945274,0.21708371157214518,-0.4589784082098761,0.8094634848473153,1.0830596014472982,-1.8775034333976104,-2.0469470642438483,1.265518821989922,-0.31378338527125915,0.8948209041479176
17,1,1.283017396884637,1.1166914665422352,0.03200331139673066,-0.3602281862667426,0.7252618587005776,-1.9744425619323243,1.924422187275216,2.6156640950327175,0.7701140353513923,-0.272797320937197,1.4657261903720722,0.24647586096031693,-0.9303582052941838,-5.892418908409052,-1.3827428405618265,0.9028966487894304,0.2000776010374948,-0.10836730850864565,0.7835377583142333,-0.33336687168348234,0.41654755542635796,0.4749682600055455,-0.21448832169178147,-10.193298605032089,-0.49801322624307687,-0.599926881874553,0.5149515469641537,1.2662116840129967,-0.8077289331759944,0.7785696399886849,1.4591703991029645,-0.0838100659837343,-1.3286676128902835,-0.48376438741443073,0.8834737889989516
18,1,4.855592798038355,-2.1905703349525414,0.1754719840142334,-0.20290048414665096,3.46397216114218,1.6372515380941508,0.4279076795812054,1.6480693388876237,-2.574664123988699,0.018312516361515853,-7.20302498655879,0.3070678409806679,0.44680423366932587,4.911671007959698,-1.775667928841155,-3.1000068184088403,-1.2619313476459442,0.6171132081222874,-1.9108375255736014,-1.5880120285541761,0.2254261118720582,-5.85115867517304,2.093995822370449,4.77921372825083,-1.617496604529636,-1.3630510006131344,-1.4329763832079965,-2.063520516287211,-0.4260146980129219,2.741055499228683,0.48719087743396816,-1.707947346018542,2.9546183134467485,-0.4202808204612091,-0.30015019923955744
19,0,-2.6859603491184685,1.9173696340198636,-0.15022513709699653,-0.40537607100876893,-1.3238098205005036,5.614635402152984,1.7982720311219191,-3.4971429179812166,3.0350013528210593,-0.5099582875148676,8.444955228074827,-1.163493952422786,-1.8502298330017228,0.328716351519715,-0.9419657517496864,0.7275355609855666,-3.322183792036538,-0.9156480696020722,-3.2794931078335376,-0.4589552608722241,-0.17774243922892072,2.7391732244151172,-0.7012902304760064,-1.2116827181670808,-1.4002719038835099,-1.1091853076082714,-0.9323961626220901,4.905573326149162,-0.3020621875763212,-1.0086937287944442,0.5471389620553838,0.3345402728865753,-2.5441071758934752,0.07303587343695478,0.25671461447082783
20,0,-3.60181530354949,-3.7935951127118672,0.17058539119632868,-0.3797199278562264,0.9110862915982539,1.218925213106106,1.001293964456773,0.416957851020174,1.5348782816649142,-0.057860516593771075,0.6064290876404886,-0.7080616933127564,1.1980523064629391,-2.4616558173599143,2.477963511837812,1.1783967460773432,-0.6104164781644791,0.4102822051797684,0.011299453056606047,0.3636497144244966,-0.22437808025054104,1.2697184126178294,2.002758664084942,-10.463846451151605,1.765320584342275,0.7966753778644402,1.2066623110689532,0.7189941568514338,-0.5786695807817348,-0.7723928707145152,-0.5947002568403577,0.7593132151474115,0.09942295945449958,0.0312608000460067,-1.2235112206027148
